"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.298,0.393,0.43,0.26,-0.59,-0.63
"ClusIPW",15.465,0.256,-0.53,0.6,-0.6,0.07
"addIPW",19.183,0.518,0.4,0.23,-0.88,0.13
"Oracle",22.835,0.72,0,0.2,-0.1,0.98
