"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.236,0,-1,0,0,0
"ClusIPW",14.315,0.235,-0.49,0.62,-0.47,-0.4
"addIPW",22.257,0.751,-0.31,0.16,0.7,0.63
"Oracle",22.918,0.721,0,0.2,-0.1,0.98
