"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.907,0.467,0.21,0.48,-0.82,0.23
"ClusIPW",21.818,0.653,0.03,0.5,-0.05,0.86
"addIPW",21.699,0.513,-0.4,0.15,-0.04,0.9
"Oracle",22.846,0.719,0,0.2,-0.1,0.98
