"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.672,0.296,0.13,0.4,-0.45,-0.79
"ClusIPW",9.97,0.037,-0.56,0.27,-0.56,-0.56
"addIPW",10.803,0.415,0.15,-0.42,-0.88,0.19
"Oracle",22.816,0.721,0,0.2,-0.1,0.98
