"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.38,0.336,0.23,0.22,-0.95,0.04
"ClusIPW",14.82,0.17,-0.56,0.24,-0.56,0.56
"addIPW",21.202,0.501,-0.45,0,0,0.89
"Oracle",22.701,0.715,0,0.2,-0.1,0.98
