"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.238,0,-1,0,0,0
"ClusIPW",17.315,0.316,-0.5,0.5,-0.5,0.5
"addIPW",19.919,0.468,0.07,0.31,-0.79,0.53
"Oracle",22.793,0.72,0,0.2,-0.1,0.98
