"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",21.151,0.58,0.13,0.45,-0.54,0.7
"ClusIPW",19.008,0.419,-0.33,0.59,-0.44,0.59
"addIPW",21.137,0.501,-0.45,0,0,0.89
"Oracle",22.816,0.72,0,0.2,-0.1,0.98
