"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.376,0.448,0.41,0.39,-0.78,-0.25
"ClusIPW",17.118,0.362,-0.4,0.79,-0.45,0.13
"addIPW",21.74,0.751,0.3,0.58,0.37,0.66
"Oracle",22.742,0.719,0,0.2,-0.1,0.98
