"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.143,0.367,0,0.56,-0.83,0.03
"ClusIPW",13.28,0.197,-0.48,0.54,-0.42,-0.54
"addIPW",18.234,0.349,-0.06,0.24,-0.84,0.49
"Oracle",22.848,0.722,0,0.2,-0.1,0.98
