"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.195,0,-1,0,0,0
"ClusIPW",18.938,0.527,0.11,0.97,0.19,-0.14
"addIPW",21.168,0.501,-0.45,0,0,0.89
"Oracle",22.785,0.722,0,0.2,-0.1,0.98
