"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.459,0.393,0.21,0.52,-0.22,-0.8
"ClusIPW",12.98,0.179,-0.47,0.51,-0.5,-0.52
"addIPW",8.562,0.499,0.45,0,0,-0.89
"Oracle",22.848,0.723,0,0.2,-0.1,0.98
