"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.514,0.338,-0.61,0.59,-0.26,0.46
"ClusIPW",16.877,0.326,-0.46,0.67,-0.53,0.23
"addIPW",21.373,0.796,0.78,0.38,-0.45,0.18
"Oracle",22.814,0.719,0,0.2,-0.1,0.98
