"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.546,0.391,-0.12,0.79,-0.1,-0.59
"ClusIPW",19.256,0.685,0.5,0.5,0.5,-0.5
"addIPW",21.83,0.749,-0.3,0.19,0.81,0.47
"Oracle",22.844,0.722,0,0.2,-0.1,0.98
