"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.402,0.577,0.57,0.58,-0.57,-0.12
"ClusIPW",18.288,0.367,-0.23,0.43,-0.7,0.53
"addIPW",21.065,0.76,0.79,0.6,0.01,0.09
"Oracle",22.816,0.723,0,0.2,-0.1,0.98
