"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.627,0.35,0.29,0.35,-0.82,-0.34
"ClusIPW",13.889,0.212,-0.46,0.57,-0.56,-0.39
"addIPW",21.904,0.727,-0.37,0.13,0.76,0.52
"Oracle",22.863,0.723,0,0.2,-0.1,0.98
