"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.707,0.465,0.36,0.34,0,-0.87
"ClusIPW",16.238,0.794,0.56,-0.56,0.21,0.56
"addIPW",20.524,0.754,-0.38,-0.01,0.77,0.51
"Oracle",22.839,0.721,0,0.2,-0.1,0.98
