"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.7,0.51,0.05,0.34,-0.69,0.64
"ClusIPW",21.513,0.79,0.47,0.57,0.52,0.42
"addIPW",21.892,0.523,-0.36,0.17,-0.1,0.91
"Oracle",22.812,0.719,0,0.2,-0.1,0.98
