"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.8,0.321,-0.7,0.68,-0.08,0.19
"ClusIPW",20.428,0.54,-0.1,0.69,-0.22,0.69
"addIPW",22.231,0.69,-0.37,0.19,0.68,0.6
"Oracle",22.731,0.719,0,0.2,-0.1,0.98
