"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.432,0.211,-0.85,0.53,0.01,-0.02
"ClusIPW",11.619,0.113,-0.53,0.41,-0.53,-0.53
"addIPW",19.302,0.775,-0.34,-0.08,0.8,0.49
"Oracle",22.871,0.72,0,0.2,-0.1,0.98
