"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.726,0.238,-0.58,0.22,-0.37,0.69
"ClusIPW",9.568,0.372,-0.38,-0.87,-0.32,-0.06
"addIPW",20.867,0.7,-0.43,0.05,0.8,0.42
"Oracle",22.81,0.721,0,0.2,-0.1,0.98
