"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.688,0.279,0.14,0.38,-0.6,-0.69
"ClusIPW",11.883,0.108,-0.71,0.43,-0.48,-0.28
"addIPW",21.109,0.501,-0.45,0,0,0.89
"Oracle",22.748,0.719,0,0.2,-0.1,0.98
