"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.51,0.496,0.15,0.58,-0.71,0.38
"ClusIPW",15.02,0.267,-0.67,0.67,-0.05,-0.31
"addIPW",21.906,0.709,0.46,0.31,-0.66,0.51
"Oracle",22.726,0.718,0,0.2,-0.1,0.98
