"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.72,0.523,0.23,0.64,0.34,-0.65
"ClusIPW",15.127,0.281,-0.42,0.7,-0.4,-0.41
"addIPW",22.511,0.668,-0.28,0.24,0.3,0.88
"Oracle",22.905,0.72,0,0.2,-0.1,0.98
