"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.428,0.477,0.38,0.39,-0.84,-0.01
"ClusIPW",14.519,0.248,-0.43,0.64,-0.49,-0.41
"addIPW",21.735,0.511,-0.46,0.15,0.09,0.87
"Oracle",22.848,0.722,0,0.2,-0.1,0.98
