"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.243,0,-1,0,0,0
"ClusIPW",9.831,0.03,-0.6,0.26,-0.52,-0.56
"addIPW",9.205,0,-1,0,0,0
"Oracle",22.742,0.721,0,0.2,-0.1,0.98
