"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.202,0.53,-0.44,0.29,0.84,0.13
"ClusIPW",8.081,0.155,-0.6,-0.5,-0.46,-0.42
"addIPW",21.978,0.551,-0.35,0.24,0,0.9
"Oracle",22.81,0.72,0,0.2,-0.1,0.98
