"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.214,0,-1,0,0,0
"ClusIPW",13.2,0.131,-0.64,0.36,-0.64,0.23
"addIPW",20.565,0.632,0.4,0.09,-0.86,0.3
"Oracle",22.808,0.72,0,0.2,-0.1,0.98
