"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.423,0.331,-0.66,0.32,0,0.68
"ClusIPW",20.329,0.431,-0.65,0.07,0.39,0.65
"addIPW",20.62,0.438,-0.52,0.24,0,0.82
"Oracle",22.793,0.72,0,0.2,-0.1,0.98
