"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.407,0.353,0,0.64,-0.72,-0.27
"ClusIPW",20.069,0.523,-0.15,0.73,-0.17,0.64
"addIPW",21.298,0.676,0.1,0.66,0.47,0.58
"Oracle",22.806,0.721,0,0.2,-0.1,0.98
