"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.713,0.367,0.32,0.36,-0.79,-0.38
"ClusIPW",21.447,0.686,0.33,0.67,0.01,0.67
"addIPW",22.095,0.751,-0.3,0.18,0.76,0.54
"Oracle",22.802,0.719,0,0.2,-0.1,0.98
