"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.869,0.33,-0.68,0.7,-0.06,0.19
"ClusIPW",20.1,0.507,-0.51,0.45,0.5,0.54
"addIPW",21.388,0.594,0.21,0.36,-0.66,0.63
"Oracle",22.779,0.721,0,0.2,-0.1,0.98
