"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.107,0.451,-0.47,0.43,-0.07,0.77
"ClusIPW",14.739,0.255,-0.47,0.66,-0.47,-0.36
"addIPW",22.29,0.737,-0.32,0.13,0.62,0.71
"Oracle",22.87,0.72,0,0.2,-0.1,0.98
