"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.325,0.338,-0.65,0.66,0.34,-0.16
"ClusIPW",14.744,0.243,-0.44,0.61,-0.61,-0.22
"addIPW",19.365,0.536,-0.19,0.8,0.55,0.11
"Oracle",22.842,0.72,0,0.2,-0.1,0.98
