"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.851,0.525,-0.19,0.47,-0.3,0.81
"ClusIPW",20.701,0.991,0.62,0.2,0.58,0.49
"addIPW",20.965,0.76,-0.34,0.02,0.71,0.62
"Oracle",22.873,0.723,0,0.2,-0.1,0.98
