"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.032,0.626,0.52,0.85,0.06,-0.01
"ClusIPW",21.181,0.66,-0.07,0.58,0.56,0.59
"addIPW",21.114,0.78,-0.33,0.04,0.74,0.58
"Oracle",22.906,0.722,0,0.2,-0.1,0.98
