"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.772,0.399,0.25,0.25,-0.93,0.13
"ClusIPW",17.257,0.313,-0.5,0.5,-0.5,0.49
"addIPW",13.025,0.294,0.37,0.1,-0.88,-0.26
"Oracle",22.817,0.72,0,0.2,-0.1,0.98
