"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.239,0.466,-0.4,0.45,-0.14,0.78
"ClusIPW",20.419,0.548,-0.01,0.68,-0.31,0.66
"addIPW",22.033,0.552,-0.42,0.19,0.17,0.87
"Oracle",22.89,0.722,0,0.2,-0.1,0.98
