"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.489,0.439,0.46,0.23,-0.82,-0.26
"ClusIPW",15.071,0.272,-0.42,0.68,-0.48,-0.37
"addIPW",15.888,0.416,0.44,0.25,-0.79,-0.34
"Oracle",22.876,0.722,0,0.2,-0.1,0.98
