"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.334,0.388,-0.23,0.86,-0.44,-0.11
"ClusIPW",14.455,0.239,-0.48,0.63,-0.49,-0.36
"addIPW",21.84,0.642,-0.39,0.25,0.6,0.65
"Oracle",22.874,0.721,0,0.2,-0.1,0.98
