"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.997,0.539,0.49,0.43,-0.75,-0.04
"ClusIPW",16.158,0.324,-0.37,0.78,-0.43,-0.26
"addIPW",22.29,0.756,-0.19,0.27,0.63,0.7
"Oracle",22.77,0.72,0,0.2,-0.1,0.98
