"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.226,0,-1,0,0,0
"ClusIPW",20.484,0.555,-0.05,0.69,-0.21,0.69
"addIPW",20.461,0.577,0.39,0.22,-0.85,0.28
"Oracle",22.761,0.719,0,0.2,-0.1,0.98
