"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.228,0.437,0.09,0.7,-0.7,0.08
"ClusIPW",22.143,0.846,0.59,0.24,-0.54,0.55
"addIPW",20.765,0.559,0.26,0.33,-0.78,0.47
"Oracle",22.821,0.721,0,0.2,-0.1,0.98
