"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",17.248,0.301,-0.45,0.42,-0.58,0.54
"ClusIPW",14.666,0.256,-0.45,0.66,-0.47,-0.38
"addIPW",21.879,0.529,-0.39,0.16,0,0.91
"Oracle",22.797,0.72,0,0.2,-0.1,0.98
