"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.228,0,-1,0,0,0
"ClusIPW",15.507,0.311,-0.38,0.74,-0.21,-0.51
"addIPW",22.205,0.781,-0.28,0.15,0.73,0.6
"Oracle",22.851,0.722,0,0.2,-0.1,0.98
