"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.744,0.475,-0.01,0.92,-0.37,0.16
"ClusIPW",19.137,0.933,0.73,-0.34,0.17,0.57
"addIPW",20.401,1,1,0,0,0
"Oracle",22.833,0.722,0,0.2,-0.1,0.98
