"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.276,0.472,0.14,0.53,-0.76,0.34
"ClusIPW",21.712,0.837,0.5,0.49,0.51,0.51
"addIPW",22.397,0.713,-0.32,0.2,0.62,0.68
"Oracle",22.81,0.722,0,0.2,-0.1,0.98
