"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.159,0.394,0.36,0.37,-0.77,-0.37
"ClusIPW",13.738,0.216,-0.51,0.59,-0.37,-0.51
"addIPW",21.171,0.663,0.52,0.52,-0.54,0.4
"Oracle",22.862,0.723,0,0.2,-0.1,0.98
