"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.192,0,-1,0,0,0
"ClusIPW",13.856,0.213,-0.48,0.58,-0.49,-0.43
"addIPW",21.677,0.838,0.72,0.5,0.13,0.45
"Oracle",22.736,0.719,0,0.2,-0.1,0.98
