"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.512,0.445,0.16,0.61,0.1,-0.77
"ClusIPW",16.466,0.525,0.28,0.43,0.35,-0.79
"addIPW",16.805,0.663,0.32,0.25,0.6,-0.69
"Oracle",22.813,0.72,0,0.2,-0.1,0.98
