"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.218,0.392,0.32,0.43,-0.73,-0.42
"ClusIPW",20.387,0.605,0.31,0.89,0,0.34
"addIPW",22.215,0.704,-0.37,0.15,0.65,0.65
"Oracle",22.886,0.723,0,0.2,-0.1,0.98
