"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.425,0.575,0.09,0.79,-0.15,0.59
"ClusIPW",15.294,0.235,-0.58,0.51,-0.58,0.24
"addIPW",21.17,0.504,-0.45,0,0,0.89
"Oracle",22.855,0.723,0,0.2,-0.1,0.98
