"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.338,0.446,-0.54,0.32,0.1,0.77
"ClusIPW",17.972,0.487,0.16,0.88,0,-0.45
"addIPW",19.856,0.678,0.73,0.61,-0.03,-0.3
"Oracle",22.867,0.723,0,0.2,-0.1,0.98
