"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.809,0.476,0.3,0.44,0.11,-0.84
"ClusIPW",21.417,0.695,0.28,0.7,0.32,0.57
"addIPW",20.523,1,1,0,0,0
"Oracle",22.822,0.72,0,0.2,-0.1,0.98
