"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.458,0.464,-0.46,0.38,-0.05,0.8
"ClusIPW",15.925,0.319,-0.37,0.78,-0.4,-0.32
"addIPW",21.104,0.753,-0.35,0.04,0.71,0.61
"Oracle",22.751,0.722,0,0.2,-0.1,0.98
