"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",21.075,0.493,-0.44,0.33,0.01,0.84
"ClusIPW",20.698,0.645,0.43,0.81,-0.03,0.39
"addIPW",21.776,0.754,0.58,0.53,-0.23,0.57
"Oracle",22.743,0.718,0,0.2,-0.1,0.98
