"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.225,0,-1,0,0,0
"ClusIPW",16.821,0.276,-0.53,0.41,-0.53,0.53
"addIPW",21.306,0.874,0.34,0.35,0.85,0.18
"Oracle",22.849,0.719,0,0.2,-0.1,0.98
