"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.734,0.52,0.09,0.93,0.25,-0.25
"ClusIPW",21.787,0.847,0.49,0.47,0.52,0.52
"addIPW",20.533,1,1,0,0,0
"Oracle",22.851,0.719,0,0.2,-0.1,0.98
