"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.209,0,-1,0,0,0
"ClusIPW",15.754,0.28,-0.56,0.68,-0.46,-0.01
"addIPW",21.12,0.592,-0.22,0.56,0.23,0.77
"Oracle",22.788,0.72,0,0.2,-0.1,0.98
