"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.399,0.327,-0.36,0.69,0.07,-0.63
"ClusIPW",15.898,0.287,-0.73,0.68,-0.09,0.01
"addIPW",18.819,0.731,-0.39,-0.08,0.79,0.46
"Oracle",22.824,0.72,0,0.2,-0.1,0.98
