"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.247,0,-1,0,0,0
"ClusIPW",12.222,0.5,-0.12,-0.64,-0.39,0.64
"addIPW",21.005,0.497,-0.45,0,0,0.89
"Oracle",22.816,0.722,0,0.2,-0.1,0.98
