"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.829,0.346,0.3,0.27,-0.9,-0.18
"ClusIPW",20.529,0.749,0.7,0.6,0.35,-0.13
"addIPW",16.917,0.475,0.5,0.38,-0.64,-0.45
"Oracle",22.844,0.721,0,0.2,-0.1,0.98
