"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",13.598,0.413,0.41,0.27,-0.32,-0.81
"ClusIPW",20.656,0.6,0.1,0.79,0.01,0.6
"addIPW",21.133,0.501,-0.45,0,0,0.89
"Oracle",22.776,0.718,0,0.2,-0.1,0.98
