"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.206,0,-1,0,0,0
"ClusIPW",13.955,0.213,-0.54,0.59,-0.48,-0.36
"addIPW",20.244,0.663,0.42,0.78,0.47,-0.01
"Oracle",22.895,0.724,0,0.2,-0.1,0.98
