"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.225,0,-1,0,0,0
"ClusIPW",14.873,0.18,-0.57,0.29,-0.57,0.51
"addIPW",9.258,0,-1,0,0,0
"Oracle",22.782,0.718,0,0.2,-0.1,0.98
